name,seeds,runs,map50_95_mean,map50_95_std,weak_map50_95_mean,weak_map50_95_std,cpu_p95_ms_mean,model_bytes_mean
weak-640,"[42, 43, 44]",3,0.4028563325343635,0.004579865903817647,0.18334047213975188,0.004862693788784417,,5395290.333333333
weak-no-flip-640,"[42, 43, 44]",3,0.39467923602292015,0.0019462363521510198,0.18347058130183172,0.015006991022973386,,5394266.333333333
